step,reward,critic_loss,actor_loss,q_mean,logp_mean,sigma_mean,tau_mean,act_sat_frac,n_abort,abort_force_mean,success
46200,-0.3705,0.0456,-36.8268,36.0594,-3.9776,0.1930,0.1227,0.0007,0,0.0000,0.0000
46400,-0.3158,0.1085,-36.8265,36.0660,-3.9525,0.1925,0.1251,0.0000,0,0.0000,0.0000
46600,-0.3152,0.1506,-36.9325,36.1791,-3.9090,0.1927,0.1241,0.0020,0,0.0000,0.0000
46800,-0.3515,0.1532,-36.9384,36.1818,-3.9503,0.1914,0.1280,0.0026,0,0.0000,0.0000
47000,-0.3190,0.1728,-37.0014,36.2427,-3.9591,0.1916,0.1276,0.0007,0,0.0000,0.0000
47200,-0.3187,0.1348,-37.1380,36.3735,-3.9674,0.1926,0.1248,0.0020,0,0.0000,0.0000
47400,-0.3343,0.1034,-37.0440,36.2920,-3.9730,0.1893,0.1354,0.0013,0,0.0000,0.0000
47600,-0.3145,0.1104,-37.1500,36.3808,-3.9959,0.1925,0.1238,0.0013,0,0.0000,0.0000
47800,-0.3140,0.1724,-37.2520,36.4903,-3.9590,0.1924,0.1242,0.0026,0,0.0000,0.0000
48000,-0.3312,0.0978,-37.2907,36.5319,-3.9523,0.1919,0.1264,0.0026,0,0.0000,0.0000
48200,-0.3167,0.1422,-37.3024,36.5347,-3.9837,0.1928,0.1228,0.0007,0,0.0000,0.0000
48400,-0.3208,0.1280,-37.3776,36.6203,-3.9594,0.1911,0.1304,0.0020,0,0.0000,0.0000
48600,-0.3215,0.1599,-37.4819,36.7260,-3.9230,0.1927,0.1234,0.0007,0,0.0000,0.0000
48800,-0.3185,0.1971,-37.4448,36.6846,-3.9678,0.1916,0.1283,0.0020,0,0.0000,0.0000
49000,-0.3126,0.2063,-37.5720,36.8031,-3.9947,0.1924,0.1252,0.0020,0,0.0000,0.0000
49200,-0.3250,0.1244,-37.5700,36.8030,-3.9855,0.1924,0.1245,0.0026,0,0.0000,0.0000
49400,-0.3182,0.1768,-37.6073,36.8387,-3.9826,0.1928,0.1228,0.0020,0,0.0000,0.0000
49600,-0.3176,0.2005,-37.7553,36.9860,-3.9819,0.1930,0.1232,0.0033,0,0.0000,0.0000
49800,-0.3167,0.1640,-37.6921,36.9308,-3.9790,0.1912,0.1290,0.0007,0,0.0000,0.0000
50000,-0.3161,0.1435,-37.7918,37.0310,-3.9670,0.1919,0.1276,0.0013,0,0.0000,0.0000
50200,-0.3166,0.1585,-37.9309,37.1600,-3.9712,0.1940,0.1192,0.0007,0,0.0000,0.0000
50400,-0.3182,0.1707,-37.9201,37.1553,-3.9628,0.1930,0.1226,0.0007,0,0.0000,0.0000
50600,-0.3157,0.1360,-37.9380,37.1719,-3.9968,0.1918,0.1271,0.0046,0,0.0000,0.0000
50800,-0.3183,0.1417,-38.0127,37.2578,-3.9358,0.1918,0.1271,0.0013,0,0.0000,0.0000
51000,-0.3177,0.0657,-38.1692,37.4077,-3.9372,0.1932,0.1234,0.0046,0,0.0000,0.0000
51200,-0.3161,0.1165,-38.1155,37.3489,-3.9721,0.1930,0.1226,0.0020,0,0.0000,0.0000
51400,-0.3174,0.2316,-38.1174,37.3492,-3.9613,0.1940,0.1188,0.0013,0,0.0000,0.0000
51600,-0.3179,0.1613,-38.2823,37.5195,-3.9534,0.1927,0.1246,0.0013,0,0.0000,0.0000
51800,-0.3197,0.1303,-38.2590,37.4976,-3.9650,0.1919,0.1273,0.0013,0,0.0000,0.0000
52000,-0.3202,0.1336,-38.2611,37.5027,-3.9290,0.1928,0.1236,0.0020,0,0.0000,0.0000
52200,-0.3189,0.1945,-38.2602,37.5021,-3.9599,0.1913,0.1296,0.0007,0,0.0000,0.0000
52400,-0.3175,0.1440,-38.4092,37.6524,-3.9319,0.1921,0.1269,0.0020,0,0.0000,0.0000
52600,-0.4058,0.0816,-38.4779,37.7135,-3.9562,0.1933,0.1211,0.0026,0,0.0000,0.0000
52800,-0.3130,0.1975,-38.4322,37.6620,-3.9877,0.1929,0.1220,0.0020,0,0.0000,0.0000
53000,-0.3163,0.0905,-38.5428,37.7708,-3.9673,0.1946,0.1171,0.0046,0,0.0000,0.0000
53200,-0.3887,0.1847,-38.5542,37.7931,-3.9694,0.1919,0.1270,0.0046,0,0.0000,0.0000
53400,-0.3173,0.0955,-38.5643,37.7985,-3.9485,0.1938,0.1202,0.0007,0,0.0000,0.0000
53600,-0.3147,0.1254,-38.6457,37.8850,-3.9458,0.1926,0.1235,0.0020,0,0.0000,0.0000
53800,-0.3625,0.1371,-38.7864,38.0281,-3.9372,0.1925,0.1247,0.0033,0,0.0000,0.0000
54000,-0.3171,0.2155,-38.7168,37.9474,-3.9895,0.1928,0.1235,0.0033,0,0.0000,0.0000
54200,-0.3154,0.1383,-38.8129,38.0480,-3.9822,0.1919,0.1267,0.0013,0,0.0000,0.0000
54400,-0.3485,0.1648,-38.8650,38.1030,-3.9674,0.1922,0.1252,0.0026,0,0.0000,0.0000
54600,-0.3170,0.1187,-38.8890,38.1221,-3.9858,0.1923,0.1266,0.0052,0,0.0000,0.0000
54800,-0.3146,0.1000,-38.9570,38.1925,-3.9714,0.1927,0.1232,0.0020,0,0.0000,0.0000
55000,-0.3361,0.1772,-38.9184,38.1472,-3.9923,0.1932,0.1224,0.0052,0,0.0000,0.0000
55200,-0.3153,0.1705,-38.9493,38.1832,-3.9841,0.1924,0.1247,0.0026,0,0.0000,0.0000
55400,-0.3143,0.1449,-38.9846,38.2317,-3.9179,0.1920,0.1267,0.0020,0,0.0000,0.0000
55600,-0.3274,0.1775,-39.0405,38.2846,-3.9274,0.1927,0.1228,0.0000,0,0.0000,0.0000
55800,-0.3149,0.1209,-39.1269,38.3663,-3.9510,0.1925,0.1250,0.0039,0,0.0000,0.0000
56000,-0.3200,0.1349,-39.1545,38.3845,-4.0018,0.1923,0.1245,0.0013,0,0.0000,0.0000
56200,-0.3210,0.1225,-39.1990,38.4351,-3.9670,0.1926,0.1250,0.0026,0,0.0000,0.0000
56400,-0.3208,0.1079,-39.2824,38.5210,-3.9402,0.1932,0.1225,0.0020,0,0.0000,0.0000
56600,-0.3177,0.2523,-39.2218,38.4555,-3.9910,0.1919,0.1273,0.0007,0,0.0000,0.0000
56800,-0.3178,0.1303,-39.2653,38.5018,-3.9547,0.1931,0.1219,0.0013,0,0.0000,0.0000
57000,-0.3200,0.0526,-39.3588,38.5906,-3.9678,0.1936,0.1200,0.0013,0,0.0000,0.0000
57200,-0.3157,0.1012,-39.4213,38.6505,-4.0017,0.1925,0.1237,0.0026,0,0.0000,0.0000
